Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
May 31 2018,Mason,WA,Passenger,77,90,167,"45,590","45,757",0.36
May 31 2018,Mason,WA,Truck,0,0,0,"19,875","19,875",0.00
May 31 2018,Okanogan,WA,Passenger,8,19,27,"25,889","25,916",0.10
May 31 2018,Okanogan,WA,Truck,0,0,0,"16,411","16,411",0.00
May 31 2018,Pacific,WA,Passenger,16,19,35,"15,553","15,588",0.22
May 31 2018,Pacific,WA,Truck,0,0,0,"7,589","7,589",0.00
May 31 2018,Pend Oreille,WA,Passenger,4,5,9,"9,515","9,524",0.09
May 31 2018,Pend Oreille,WA,Truck,0,0,0,"5,670","5,670",0.00
May 31 2018,Pierce,WA,Passenger,"1,186","1,125","2,311","530,631","532,942",0.43
May 31 2018,Pierce,WA,Truck,0,0,0,"137,560","137,560",0.00
May 31 2018,San Juan,WA,Truck,0,0,0,"5,706","5,706",0.00
May 31 2018,San Juan,WA,Passenger,141,56,197,"14,047","14,244",1.38
May 31 2018,Skagit,WA,Passenger,198,163,361,"90,280","90,641",0.40
May 31 2018,Skagit,WA,Truck,1,0,1,"32,049","32,050",0.00
May 31 2018,Skamania,WA,Truck,0,0,0,"3,917","3,917",0.00
May 31 2018,Skamania,WA,Passenger,12,9,21,"8,708","8,729",0.24
May 31 2018,Snohomish,WA,Truck,1,0,1,"121,493","121,494",0.00
May 31 2018,Snohomish,WA,Passenger,"2,281","1,227","3,508","520,167","523,675",0.67
May 31 2018,Spokane,WA,Truck,1,0,1,"92,393","92,394",0.00
May 31 2018,Spokane,WA,Passenger,323,301,624,"302,521","303,145",0.21
May 31 2018,Stevens,WA,Truck,0,0,0,"18,585","18,585",0.00
May 31 2018,Stevens,WA,Passenger,11,25,36,"31,561","31,597",0.11
May 31 2018,Thurston,WA,Truck,0,0,0,"54,208","54,208",0.00
May 31 2018,Thurston,WA,Passenger,548,469,"1,017","192,431","193,448",0.53
May 31 2018,Wahkiakum,WA,Passenger,1,2,3,"2,902","2,905",0.10
May 31 2018,Wahkiakum,WA,Truck,0,0,0,"1,675","1,675",0.00
May 31 2018,Walla Walla,WA,Passenger,34,42,76,"35,588","35,664",0.21
May 31 2018,Walla Walla,WA,Truck,0,0,0,"13,391","13,391",0.00
May 31 2018,Whatcom,WA,Truck,2,0,2,"42,194","42,196",0.00
May 31 2018,Whatcom,WA,Passenger,614,281,895,"147,220","148,115",0.60
May 31 2018,Whitman,WA,Passenger,19,27,46,"22,591","22,637",0.20
May 31 2018,Whitman,WA,Truck,0,0,0,"8,472","8,472",0.00
May 31 2018,Yakima,WA,Truck,0,0,0,"58,343","58,343",0.00
May 31 2018,Yakima,WA,Passenger,62,84,146,"163,669","163,815",0.09
June 30 2018,Adams,WA,Passenger,5,5,10,"12,618","12,628",0.08
June 30 2018,Adams,WA,Truck,0,0,0,"5,164","5,164",0.00
June 30 2018,Asotin,WA,Truck,0,0,0,"6,618","6,618",0.00
June 30 2018,Asotin,WA,Passenger,9,6,15,"12,604","12,619",0.12
June 30 2018,Benton,WA,Truck,0,0,0,"41,031","41,031",0.00
June 30 2018,Benton,WA,Passenger,192,198,390,"131,500","131,890",0.30
June 30 2018,Chelan,WA,Passenger,110,52,162,"53,565","53,727",0.30
June 30 2018,Chelan,WA,Truck,0,0,0,"21,876","21,876",0.00
June 30 2018,Clallam,WA,Truck,0,0,0,"21,444","21,444",0.00
June 30 2018,Clallam,WA,Passenger,124,112,236,"49,923","50,159",0.47
June 30 2018,Clark,WA,Passenger,"1,010",721,"1,731","307,997","309,728",0.56
June 30 2018,Clark,WA,Truck,0,0,0,"79,134","79,134",0.00
June 30 2018,Columbia,WA,Truck,0,0,0,"1,528","1,528",0.00
June 30 2018,Columbia,WA,Passenger,2,2,4,"2,424","2,428",0.16
June 30 2018,Cowlitz,WA,Passenger,55,74,129,"71,738","71,867",0.18
June 30 2018,Cowlitz,WA,Truck,0,0,0,"28,467","28,467",0.00
June 30 2018,Douglas,WA,Passenger,43,31,74,"27,648","27,722",0.27
June 30 2018,Douglas,WA,Truck,0,0,0,"11,948","11,948",0.00
June 30 2018,Ferry,WA,Passenger,3,3,6,"4,427","4,433",0.14
June 30 2018,Ferry,WA,Truck,0,0,0,"3,513","3,513",0.00
June 30 2018,Franklin,WA,Passenger,39,66,105,"57,862","57,967",0.18
June 30 2018,Franklin,WA,Truck,0,0,0,"18,662","18,662",0.00
June 30 2018,Garfield,WA,Passenger,1,1,2,"1,316","1,318",0.15
June 30 2018,Garfield,WA,Truck,0,0,0,951,951,0.00
June 30 2018,Grant,WA,Truck,0,0,0,"25,919","25,919",0.00
June 30 2018,Grant,WA,Passenger,31,45,76,"63,156","63,232",0.12
June 30 2018,Grays Harbor,WA,Passenger,52,58,110,"46,572","46,682",0.24
June 30 2018,Grays Harbor,WA,Truck,0,0,0,"20,219","20,219",0.00
June 30 2018,Island,WA,Passenger,197,188,385,"62,552","62,937",0.61
June 30 2018,Island,WA,Truck,0,0,0,"20,956","20,956",0.00
June 30 2018,Jefferson,WA,Passenger,144,97,241,"24,464","24,705",0.98
June 30 2018,Jefferson,WA,Truck,0,0,0,"9,552","9,552",0.00
June 30 2018,King,WA,Truck,7,1,8,"183,116","183,124",0.00
June 30 2018,King,WA,Passenger,"13,173","5,683","18,856","1,371,574","1,390,430",1.36
June 30 2018,Kitsap,WA,Passenger,796,463,"1,259","178,573","179,832",0.70
June 30 2018,Kitsap,WA,Truck,1,0,1,"53,228","53,229",0.00
June 30 2018,Kittitas,WA,Passenger,47,32,79,"28,927","29,006",0.27
June 30 2018,Kittitas,WA,Truck,0,0,0,"14,056","14,056",0.00
June 30 2018,Klickitat,WA,Passenger,25,30,55,"15,166","15,221",0.36
June 30 2018,Klickitat,WA,Truck,0,0,0,"8,120","8,120",0.00
June 30 2018,Lewis,WA,Truck,0,0,0,"25,486","25,486",0.00
June 30 2018,Lewis,WA,Passenger,80,59,139,"57,692","57,831",0.24
June 30 2018,Lincoln,WA,Passenger,2,6,8,"7,688","7,696",0.10
June 30 2018,Lincoln,WA,Truck,0,0,0,"4,559","4,559",0.00
June 30 2018,Mason,WA,Passenger,82,89,171,"45,710","45,881",0.37
June 30 2018,Mason,WA,Truck,0,0,0,"19,956","19,956",0.00
June 30 2018,Okanogan,WA,Truck,0,0,0,"16,434","16,434",0.00
June 30 2018,Okanogan,WA,Passenger,9,19,28,"25,960","25,988",0.11
June 30 2018,Pacific,WA,Truck,0,0,0,"7,601","7,601",0.00
June 30 2018,Pacific,WA,Passenger,17,20,37,"15,574","15,611",0.24
June 30 2018,Pend Oreille,WA,Passenger,5,5,10,"9,552","9,562",0.10
June 30 2018,Pend Oreille,WA,Truck,0,0,0,"5,680","5,680",0.00
June 30 2018,Pierce,WA,Passenger,"1,229","1,173","2,402","532,443","534,845",0.45
June 30 2018,Pierce,WA,Truck,0,0,0,"137,849","137,849",0.00
June 30 2018,San Juan,WA,Passenger,145,61,206,"14,070","14,276",1.44
June 30 2018,San Juan,WA,Truck,0,0,0,"5,717","5,717",0.00
June 30 2018,Skagit,WA,Passenger,206,166,372,"90,513","90,885",0.41
June 30 2018,Skagit,WA,Truck,1,0,1,"32,047","32,048",0.00
June 30 2018,Skamania,WA,Passenger,11,9,20,"8,664","8,684",0.23
June 30 2018,Skamania,WA,Truck,0,0,0,"3,946","3,946",0.00
June 30 2018,Snohomish,WA,Truck,1,0,1,"121,669","121,670",0.00
June 30 2018,Snohomish,WA,Passenger,"2,348","1,266","3,614","521,638","525,252",0.69
June 30 2018,Spokane,WA,Passenger,339,315,654,"303,200","303,854",0.22
June 30 2018,Spokane,WA,Truck,1,0,1,"92,659","92,660",0.00
June 30 2018,Stevens,WA,Truck,0,0,0,"18,606","18,606",0.00
June 30 2018,Stevens,WA,Passenger,11,25,36,"31,633","31,669",0.11
June 30 2018,Thurston,WA,Passenger,572,482,"1,054","193,081","194,135",0.54
June 30 2018,Thurston,WA,Truck,0,0,0,"54,335","54,335",0.00
June 30 2018,Wahkiakum,WA,Truck,0,0,0,"1,676","1,676",0.00
June 30 2018,Wahkiakum,WA,Passenger,1,2,3,"2,916","2,919",0.10
June 30 2018,Walla Walla,WA,Passenger,34,43,77,"35,678","35,755",0.22
June 30 2018,Walla Walla,WA,Truck,0,0,0,"13,418","13,418",0.00
June 30 2018,Whatcom,WA,Passenger,633,301,934,"147,681","148,615",0.63
June 30 2018,Whatcom,WA,Truck,2,0,2,"42,289","42,291",0.00
June 30 2018,Whitman,WA,Passenger,19,28,47,"22,616","22,663",0.21
June 30 2018,Whitman,WA,Truck,0,0,0,"8,495","8,495",0.00
June 30 2018,Yakima,WA,Passenger,60,88,148,"163,804","163,952",0.09
June 30 2018,Yakima,WA,Truck,0,0,0,"58,491","58,491",0.00
July 31 2018,Adams,WA,Truck,0,0,0,"5,160","5,160",0.00
July 31 2018,Adams,WA,Passenger,5,5,10,"12,642","12,652",0.08
July 31 2018,Asotin,WA,Passenger,11,8,19,"12,638","12,657",0.15
July 31 2018,Asotin,WA,Truck,0,0,0,"6,629","6,629",0.00
July 31 2018,Benton,WA,Truck,0,0,0,"41,095","41,095",0.00
July 31 2018,Benton,WA,Passenger,193,196,389,"131,758","132,147",0.29
July 31 2018,Chelan,WA,Truck,0,0,0,"21,954","21,954",0.00
July 31 2018,Chelan,WA,Passenger,112,51,163,"53,586","53,749",0.30
July 31 2018,Clallam,WA,Passenger,127,111,238,"49,993","50,231",0.47
July 31 2018,Clallam,WA,Truck,0,0,0,"21,480","21,480",0.00
July 31 2018,Clark,WA,Passenger,"1,043",746,"1,789","308,685","310,474",0.58
July 31 2018,Clark,WA,Truck,0,0,0,"79,251","79,251",0.00
July 31 2018,Columbia,WA,Truck,0,0,0,"1,531","1,531",0.00
July 31 2018,Columbia,WA,Passenger,2,2,4,"2,419","2,423",0.17
July 31 2018,Cowlitz,WA,Passenger,57,77,134,"71,876","72,010",0.19
July 31 2018,Cowlitz,WA,Truck,0,0,0,"28,566","28,566",0.00
July 31 2018,Douglas,WA,Truck,0,0,0,"11,971","11,971",0.00
July 31 2018,Douglas,WA,Passenger,43,32,75,"27,719","27,794",0.27
July 31 2018,Ferry,WA,Truck,0,0,0,"3,536","3,536",0.00
July 31 2018,Ferry,WA,Passenger,3,3,6,"4,426","4,432",0.14
July 31 2018,Franklin,WA,Truck,0,0,0,"18,741","18,741",0.00
July 31 2018,Franklin,WA,Passenger,38,66,104,"58,182","58,286",0.18
July 31 2018,Garfield,WA,Truck,0,0,0,957,957,0.00
July 31 2018,Garfield,WA,Passenger,1,1,2,"1,320","1,322",0.15
July 31 2018,Grant,WA,Passenger,33,47,80,"63,284","63,364",0.13
July 31 2018,Grant,WA,Truck,0,0,0,"25,942","25,942",0.00
July 31 2018,Grays Harbor,WA,Truck,0,0,0,"20,220","20,220",0.00
July 31 2018,Grays Harbor,WA,Passenger,54,62,116,"46,756","46,872",0.25
July 31 2018,Island,WA,Passenger,206,194,400,"62,603","63,003",0.63
July 31 2018,Island,WA,Truck,0,0,0,"20,993","20,993",0.00
July 31 2018,Jefferson,WA,Passenger,147,99,246,"24,591","24,837",0.99
July 31 2018,Jefferson,WA,Truck,0,0,0,"9,592","9,592",0.00
July 31 2018,King,WA,Passenger,"13,485","5,807","19,292","1,372,872","1,392,164",1.39
July 31 2018,King,WA,Truck,7,1,8,"183,045","183,053",0.00
July 31 2018,Kitsap,WA,Truck,1,0,1,"53,397","53,398",0.00
July 31 2018,Kitsap,WA,Passenger,809,476,"1,285","178,894","180,179",0.71
July 31 2018,Kittitas,WA,Truck,0,0,0,"14,054","14,054",0.00
July 31 2018,Kittitas,WA,Passenger,48,32,80,"28,992","29,072",0.28
July 31 2018,Klickitat,WA,Truck,0,0,0,"8,129","8,129",0.00
July 31 2018,Klickitat,WA,Passenger,24,31,55,"15,221","15,276",0.36
July 31 2018,Lewis,WA,Passenger,83,59,142,"57,819","57,961",0.24
July 31 2018,Lewis,WA,Truck,0,0,0,"25,589","25,589",0.00
July 31 2018,Lincoln,WA,Truck,0,0,0,"4,557","4,557",0.00
July 31 2018,Lincoln,WA,Passenger,3,6,9,"7,752","7,761",0.12
July 31 2018,Mason,WA,Passenger,87,90,177,"45,864","46,041",0.38
July 31 2018,Mason,WA,Truck,0,0,0,"20,049","20,049",0.00
July 31 2018,Okanogan,WA,Passenger,9,20,29,"26,031","26,060",0.11
July 31 2018,Okanogan,WA,Truck,0,0,0,"16,426","16,426",0.00
July 31 2018,Pacific,WA,Truck,0,0,0,"7,612","7,612",0.00
July 31 2018,Pacific,WA,Passenger,19,21,40,"15,623","15,663",0.26
July 31 2018,Pend Oreille,WA,Passenger,5,5,10,"9,582","9,592",0.10
July 31 2018,Pend Oreille,WA,Truck,0,0,0,"5,697","5,697",0.00
July 31 2018,Pierce,WA,Passenger,"1,263","1,194","2,457","533,669","536,126",0.46
July 31 2018,Pierce,WA,Truck,0,0,0,"138,099","138,099",0.00
July 31 2018,San Juan,WA,Truck,0,0,0,"5,734","5,734",0.00
July 31 2018,San Juan,WA,Passenger,149,62,211,"14,116","14,327",1.47
July 31 2018,Skagit,WA,Passenger,215,171,386,"90,737","91,123",0.42
July 31 2018,Skagit,WA,Truck,1,0,1,"32,127","32,128",0.00
July 31 2018,Skamania,WA,Passenger,13,9,22,"8,639","8,661",0.25
July 31 2018,Skamania,WA,Truck,0,0,0,"3,960","3,960",0.00
July 31 2018,Snohomish,WA,Passenger,"2,403","1,299","3,702","522,791","526,493",0.70
July 31 2018,Snohomish,WA,Truck,1,0,1,"121,694","121,695",0.00
July 31 2018,Spokane,WA,Passenger,346,319,665,"304,085","304,750",0.22
July 31 2018,Spokane,WA,Truck,1,0,1,"92,891","92,892",0.00
July 31 2018,Stevens,WA,Truck,0,0,0,"18,647","18,647",0.00
July 31 2018,Stevens,WA,Passenger,11,25,36,"31,647","31,683",0.11
July 31 2018,Thurston,WA,Passenger,577,498,"1,075","193,813","194,888",0.55
July 31 2018,Thurston,WA,Truck,0,0,0,"54,420","54,420",0.00
July 31 2018,Wahkiakum,WA,Truck,0,0,0,"1,682","1,682",0.00
July 31 2018,Wahkiakum,WA,Passenger,1,1,2,"2,939","2,941",0.07
July 31 2018,Walla Walla,WA,Truck,0,0,0,"13,469","13,469",0.00
July 31 2018,Walla Walla,WA,Passenger,34,44,78,"35,757","35,835",0.22
July 31 2018,Whatcom,WA,Truck,2,0,2,"42,318","42,320",0.00
July 31 2018,Whatcom,WA,Passenger,640,318,958,"148,009","148,967",0.64
July 31 2018,Whitman,WA,Truck,0,0,0,"8,497","8,497",0.00
July 31 2018,Whitman,WA,Passenger,19,28,47,"22,673","22,720",0.21
July 31 2018,Yakima,WA,Passenger,65,93,158,"163,991","164,149",0.10
July 31 2018,Yakima,WA,Truck,0,0,0,"58,545","58,545",0.00
August 31 2018,Adams,WA,Passenger,5,5,10,"12,683","12,693",0.08
August 31 2018,Adams,WA,Truck,0,0,0,"5,173","5,173",0.00
August 31 2018,Asotin,WA,Passenger,11,8,19,"12,665","12,684",0.15
August 31 2018,Asotin,WA,Truck,0,0,0,"6,650","6,650",0.00
August 31 2018,Benton,WA,Passenger,189,198,387,"132,235","132,622",0.29
August 31 2018,Benton,WA,Truck,0,0,0,"41,234","41,234",0.00
August 31 2018,Chelan,WA,Passenger,114,54,168,"53,734","53,902",0.31
August 31 2018,Chelan,WA,Truck,0,0,0,"21,988","21,988",0.00
August 31 2018,Clallam,WA,Passenger,128,115,243,"50,133","50,376",0.48
August 31 2018,Clallam,WA,Truck,0,0,0,"21,478","21,478",0.00
August 31 2018,Clark,WA,Passenger,"1,070",767,"1,837","309,250","311,087",0.59
August 31 2018,Clark,WA,Truck,0,0,0,"79,313","79,313",0.00
August 31 2018,Columbia,WA,Passenger,2,2,4,"2,415","2,419",0.17
August 31 2018,Columbia,WA,Truck,0,0,0,"1,536","1,536",0.00
August 31 2018,Cowlitz,WA,Truck,0,0,0,"28,613","28,613",0.00
August 31 2018,Cowlitz,WA,Passenger,62,81,143,"71,996","72,139",0.20
August 31 2018,Douglas,WA,Passenger,45,31,76,"27,792","27,868",0.27
August 31 2018,Douglas,WA,Truck,0,0,0,"12,028","12,028",0.00
August 31 2018,Ferry,WA,Truck,0,0,0,"3,552","3,552",0.00
August 31 2018,Ferry,WA,Passenger,2,2,4,"4,422","4,426",0.09
August 31 2018,Franklin,WA,Passenger,36,65,101,"58,377","58,478",0.17
August 31 2018,Franklin,WA,Truck,0,0,0,"18,795","18,795",0.00
August 31 2018,Garfield,WA,Truck,0,0,0,957,957,0.00
August 31 2018,Garfield,WA,Passenger,1,1,2,"1,318","1,320",0.15
August 31 2018,Grant,WA,Passenger,34,49,83,"63,560","63,643",0.13
August 31 2018,Grant,WA,Truck,0,0,0,"26,007","26,007",0.00
August 31 2018,Grays Harbor,WA,Passenger,54,65,119,"46,987","47,106",0.25
August 31 2018,Grays Harbor,WA,Truck,0,0,0,"20,300","20,300",0.00
August 31 2018,Island,WA,Truck,0,0,0,"21,053","21,053",0.00
August 31 2018,Island,WA,Passenger,216,204,420,"62,746","63,166",0.66
August 31 2018,Jefferson,WA,Passenger,152,101,253,"24,691","24,944",1.01
August 31 2018,Jefferson,WA,Truck,0,0,0,"9,627","9,627",0.00
August 31 2018,King,WA,Passenger,"13,808","5,943","19,751","1,374,169","1,393,920",1.42
August 31 2018,King,WA,Truck,7,1,8,"183,060","183,068",0.00
August 31 2018,Kitsap,WA,Passenger,828,491,"1,319","179,373","180,692",0.73
August 31 2018,Kitsap,WA,Truck,1,0,1,"53,464","53,465",0.00
August 31 2018,Kittitas,WA,Truck,0,0,0,"14,113","14,113",0.00
August 31 2018,Kittitas,WA,Passenger,51,34,85,"29,123","29,208",0.29
August 31 2018,Klickitat,WA,Passenger,24,32,56,"15,284","15,340",0.37
August 31 2018,Klickitat,WA,Truck,0,0,0,"8,162","8,162",0.00
August 31 2018,Lewis,WA,Passenger,83,62,145,"57,874","58,019",0.25
August 31 2018,Lewis,WA,Truck,0,0,0,"25,614","25,614",0.00
August 31 2018,Lincoln,WA,Passenger,3,6,9,"7,752","7,761",0.12
August 31 2018,Lincoln,WA,Truck,0,0,0,"4,572","4,572",0.00
August 31 2018,Mason,WA,Truck,0,0,0,"20,082","20,082",0.00
August 31 2018,Mason,WA,Passenger,92,94,186,"46,049","46,235",0.40
August 31 2018,Okanogan,WA,Truck,0,0,0,"16,471","16,471",0.00
August 31 2018,Okanogan,WA,Passenger,10,20,30,"26,068","26,098",0.11
August 31 2018,Pacific,WA,Passenger,19,22,41,"15,682","15,723",0.26
August 31 2018,Pacific,WA,Truck,0,0,0,"7,625","7,625",0.00
August 31 2018,Pend Oreille,WA,Passenger,5,5,10,"9,588","9,598",0.10
August 31 2018,Pend Oreille,WA,Truck,0,0,0,"5,717","5,717",0.00
August 31 2018,Pierce,WA,Truck,0,0,0,"138,333","138,333",0.00
August 31 2018,Pierce,WA,Passenger,"1,304","1,224","2,528","535,025","537,553",0.47
August 31 2018,San Juan,WA,Passenger,152,66,218,"14,153","14,371",1.52
August 31 2018,San Juan,WA,Truck,0,0,0,"5,758","5,758",0.00
August 31 2018,Skagit,WA,Truck,1,0,1,"32,237","32,238",0.00
August 31 2018,Skagit,WA,Passenger,220,169,389,"90,855","91,244",0.43
August 31 2018,Skamania,WA,Passenger,14,10,24,"8,674","8,698",0.28
August 31 2018,Skamania,WA,Truck,0,0,0,"3,948","3,948",0.00
August 31 2018,Snohomish,WA,Truck,1,0,1,"121,728","121,729",0.00
August 31 2018,Snohomish,WA,Passenger,"2,470","1,314","3,784","523,757","527,541",0.72
August 31 2018,Spokane,WA,Passenger,359,335,694,"304,817","305,511",0.23
August 31 2018,Spokane,WA,Truck,1,0,1,"93,052","93,053",0.00
August 31 2018,Stevens,WA,Passenger,12,26,38,"31,684","31,722",0.12
August 31 2018,Stevens,WA,Truck,0,0,0,"18,674","18,674",0.00
August 31 2018,Thurston,WA,Truck,0,0,0,"54,570","54,570",0.00
August 31 2018,Thurston,WA,Passenger,603,518,"1,121","194,318","195,439",0.57
August 31 2018,Wahkiakum,WA,Truck,0,0,0,"1,692","1,692",0.00
August 31 2018,Wahkiakum,WA,Passenger,1,1,2,"2,962","2,964",0.07
August 31 2018,Walla Walla,WA,Passenger,34,48,82,"35,891","35,973",0.23
August 31 2018,Walla Walla,WA,Truck,0,0,0,"13,500","13,500",0.00
August 31 2018,Whatcom,WA,Passenger,656,321,977,"148,295","149,272",0.65
August 31 2018,Whatcom,WA,Truck,2,0,2,"42,398","42,400",0.00
August 31 2018,Whitman,WA,Truck,0,0,0,"8,507","8,507",0.00
August 31 2018,Whitman,WA,Passenger,20,30,50,"22,694","22,744",0.22
August 31 2018,Yakima,WA,Truck,0,0,0,"58,621","58,621",0.00
August 31 2018,Yakima,WA,Passenger,67,92,159,"164,235","164,394",0.10
September 30 2018,Adams,WA,Passenger,5,5,10,"12,684","12,694",0.08
September 30 2018,Adams,WA,Truck,0,0,0,"5,158","5,158",0.00
September 30 2018,Asotin,WA,Passenger,11,8,19,"12,679","12,698",0.15
September 30 2018,Asotin,WA,Truck,0,0,0,"6,632","6,632",0.00
September 30 2018,Benton,WA,Passenger,188,209,397,"132,461","132,858",0.30
September 30 2018,Benton,WA,Truck,0,0,0,"41,350","41,350",0.00
September 30 2018,Chelan,WA,Passenger,117,58,175,"53,814","53,989",0.32
September 30 2018,Chelan,WA,Truck,0,0,0,"22,032","22,032",0.00
September 30 2018,Clallam,WA,Truck,0,0,0,"21,494","21,494",0.00
September 30 2018,Clallam,WA,Passenger,129,122,251,"50,183","50,434",0.50
September 30 2018,Clark,WA,Truck,0,0,0,"79,374","79,374",0.00
September 30 2018,Clark,WA,Passenger,"1,090",786,"1,876","309,749","311,625",0.60
September 30 2018,Columbia,WA,Passenger,2,2,4,"2,429","2,433",0.16
September 30 2018,Columbia,WA,Truck,0,0,0,"1,522","1,522",0.00
September 30 2018,Cowlitz,WA,Truck,0,0,0,"28,607","28,607",0.00
September 30 2018,Cowlitz,WA,Passenger,63,85,148,"72,031","72,179",0.21
September 30 2018,Douglas,WA,Truck,0,0,0,"12,012","12,012",0.00
September 30 2018,Douglas,WA,Passenger,48,33,81,"27,850","27,931",0.29
September 30 2018,Ferry,WA,Truck,0,0,0,"3,561","3,561",0.00
September 30 2018,Ferry,WA,Passenger,2,2,4,"4,408","4,412",0.09
September 30 2018,Franklin,WA,Passenger,37,65,102,"58,516","58,618",0.17
September 30 2018,Franklin,WA,Truck,0,0,0,"18,877","18,877",0.00
September 30 2018,Garfield,WA,Passenger,1,1,2,"1,320","1,322",0.15
September 30 2018,Garfield,WA,Truck,0,0,0,967,967,0.00
September 30 2018,Grant,WA,Truck,0,0,0,"26,068","26,068",0.00
September 30 2018,Grant,WA,Passenger,33,50,83,"63,783","63,866",0.13
September 30 2018,Grays Harbor,WA,Passenger,55,65,120,"47,163","47,283",0.25
September 30 2018,Grays Harbor,WA,Truck,0,0,0,"20,299","20,299",0.00
September 30 2018,Island,WA,Truck,0,0,0,"21,102","21,102",0.00
September 30 2018,Island,WA,Passenger,227,208,435,"62,894","63,329",0.69
September 30 2018,Jefferson,WA,Truck,0,0,0,"9,648","9,648",0.00
September 30 2018,Jefferson,WA,Passenger,153,99,252,"24,704","24,956",1.01
September 30 2018,King,WA,Truck,7,1,8,"182,930","182,938",0.00
September 30 2018,King,WA,Passenger,"14,210","6,085","20,295","1,374,413","1,394,708",1.46
September 30 2018,Kitsap,WA,Passenger,841,502,"1,343","179,507","180,850",0.74
September 30 2018,Kitsap,WA,Truck,1,0,1,"53,566","53,567",0.00
September 30 2018,Kittitas,WA,Truck,0,0,0,"14,105","14,105",0.00
September 30 2018,Kittitas,WA,Passenger,55,36,91,"29,203","29,294",0.31
September 30 2018,Klickitat,WA,Passenger,24,32,56,"15,363","15,419",0.36
September 30 2018,Klickitat,WA,Truck,0,0,0,"8,141","8,141",0.00
September 30 2018,Lewis,WA,Truck,0,0,0,"25,576","25,576",0.00
September 30 2018,Lewis,WA,Passenger,84,66,150,"57,940","58,090",0.26
September 30 2018,Lincoln,WA,Truck,0,0,0,"4,580","4,580",0.00
September 30 2018,Lincoln,WA,Passenger,2,6,8,"7,752","7,760",0.10
September 30 2018,Mason,WA,Truck,0,0,0,"20,090","20,090",0.00
September 30 2018,Mason,WA,Passenger,94,97,191,"46,191","46,382",0.41
September 30 2018,Okanogan,WA,Truck,0,0,0,"16,499","16,499",0.00
September 30 2018,Okanogan,WA,Passenger,10,20,30,"26,062","26,092",0.11
September 30 2018,Pacific,WA,Passenger,18,22,40,"15,738","15,778",0.25
September 30 2018,Pacific,WA,Truck,0,0,0,"7,633","7,633",0.00
September 30 2018,Pend Oreille,WA,Passenger,5,5,10,"9,593","9,603",0.10
September 30 2018,Pend Oreille,WA,Truck,0,0,0,"5,743","5,743",0.00
September 30 2018,Pierce,WA,Truck,0,0,0,"138,495","138,495",0.00
September 30 2018,Pierce,WA,Passenger,"1,326","1,267","2,593","535,749","538,342",0.48
September 30 2018,San Juan,WA,Passenger,161,68,229,"14,184","14,413",1.59
September 30 2018,San Juan,WA,Truck,0,0,0,"5,764","5,764",0.00
September 30 2018,Skagit,WA,Truck,1,0,1,"32,270","32,271",0.00
September 30 2018,Skagit,WA,Passenger,222,176,398,"90,881","91,279",0.44
September 30 2018,Skamania,WA,Passenger,15,11,26,"8,714","8,740",0.30
September 30 2018,Skamania,WA,Truck,0,0,0,"3,967","3,967",0.00
September 30 2018,Snohomish,WA,Truck,1,0,1,"121,791","121,792",0.00
September 30 2018,Snohomish,WA,Passenger,"2,515","1,333","3,848","524,689","528,537",0.73
September 30 2018,Spokane,WA,Truck,1,0,1,"93,208","93,209",0.00
September 30 2018,Spokane,WA,Passenger,358,343,701,"305,221","305,922",0.23
September 30 2018,Stevens,WA,Truck,0,0,0,"18,677","18,677",0.00
September 30 2018,Stevens,WA,Passenger,13,27,40,"31,698","31,738",0.13
